order_id,date,product,category,region,channel,sales_rep,quantity,unit_price,total_sales
ORD1316,2023-06-18,Monitor,Electronics,East,Phone,Eva,15,1135.56,17033.4
ORD1317,2023-12-21,Laptop,Electronics,South,Online,Alice,9,987.45,8887.05
ORD1318,2023-12-18,Webcam,Accessories,East,Phone,Alice,10,256.38,2563.8
ORD1319,2023-04-23,Keyboard,Accessories,South,In-Store,Bob,12,929.65,11155.8
ORD1320,2023-12-26,Webcam,Accessories,West,Phone,Bob,20,572.96,11459.2
ORD1321,2023-02-11,Monitor,Electronics,West,Phone,Carol,20,1312.24,26244.8
ORD1322,2023-10-08,Phone,Electronics,South,Phone,Eva,19,186.07,3535.33
ORD1323,2023-09-24,Tablet,Electronics,West,Online,Bob,6,505.61,3033.66
ORD1324,2023-08-17,Webcam,Accessories,North,In-Store,Bob,3,1350.36,4051.08
ORD1325,2023-10-14,Headphones,Accessories,West,Phone,Carol,15,854.59,12818.85
ORD1326,2023-01-02,Laptop,Electronics,South,Phone,Alice,13,396.6,5155.8
ORD1327,2023-02-02,Laptop,Electronics,North,Online,David,14,529.9,7418.6
ORD1328,2023-03-11,Laptop,Electronics,West,In-Store,David,10,625.12,6251.2
ORD1329,2023-12-16,Webcam,Accessories,South,Phone,Carol,13,575.96,7487.48
ORD1330,2023-07-21,Phone,Electronics,South,Phone,Bob,6,1489.41,8936.46
ORD1331,2023-08-26,Laptop,Electronics,West,Phone,David,1,1468.17,1468.17
ORD1332,2023-03-21,Monitor,Electronics,East,Online,Alice,8,701.73,5613.84
ORD1333,2023-01-09,Laptop,Electronics,South,Online,Alice,14,930.09,13021.26
ORD1334,2023-11-03,Phone,Electronics,North,Online,Alice,20,69.69,1393.8
ORD1335,2023-04-22,Headphones,Accessories,North,Online,Eva,15,366.82,5502.3
ORD1336,2023-10-22,Keyboard,Accessories,East,Phone,Eva,8,1227.36,9818.88
ORD1337,2023-03-15,Mouse,Accessories,South,In-Store,Carol,8,466.61,3732.88
ORD1338,2023-10-30,Keyboard,Accessories,South,Phone,David,2,843.94,1687.88
ORD1339,2023-11-26,Webcam,Accessories,West,Phone,Carol,2,1458.99,2917.98
ORD1340,2023-07-12,Headphones,Accessories,South,Phone,David,14,240.84,3371.76
ORD1341,2023-12-29,Monitor,Electronics,South,In-Store,Alice,8,465.09,3720.72
ORD1342,2023-03-10,Headphones,Accessories,West,Online,Carol,14,844.78,11826.92
ORD1343,2023-08-19,Monitor,Electronics,East,Online,Eva,11,977.12,10748.32
ORD1344,2023-12-11,Monitor,Electronics,North,Online,Bob,2,417.32,834.64
ORD1345,2023-06-20,Monitor,Electronics,East,Online,Bob,16,329.16,5266.56
ORD1346,2023-09-03,Monitor,Electronics,South,Phone,Eva,4,1125.38,4501.52
ORD1347,2023-10-10,Monitor,Electronics,East,In-Store,David,13,1374.39,17867.07
ORD1348,2023-06-07,Webcam,Accessories,East,In-Store,Eva,18,980.11,17641.98
ORD1349,2023-08-29,Webcam,Accessories,East,Online,Carol,15,165.94,2489.1
ORD1350,2023-04-24,Mouse,Accessories,South,Online,Carol,14,87.66,1227.24
ORD1351,2023-06-18,Headphones,Accessories,South,In-Store,Eva,10,245.57,2455.7
ORD1352,2023-12-17,Monitor,Electronics,East,In-Store,David,16,834.95,13359.2
ORD1353,2023-06-30,Webcam,Accessories,South,Online,Eva,15,268.99,4034.85
ORD1354,2023-10-05,Webcam,Accessories,North,Phone,Alice,6,1377.01,8262.06
ORD1355,2023-07-31,Phone,Electronics,South,Phone,Bob,2,1151.22,2302.44
ORD1356,2023-09-16,Phone,Electronics,West,In-Store,Alice,5,33.53,167.65
ORD1357,2023-09-30,Webcam,Accessories,West,Online,Alice,16,43.28,692.48
ORD1358,2023-01-09,Keyboard,Accessories,West,Online,Alice,18,1466.67,26400.06
ORD1359,2023-04-09,Phone,Electronics,East,In-Store,Carol,17,240.37,4086.29
ORD1360,2023-07-27,Headphones,Accessories,West,Phone,Bob,3,572.12,1716.36
ORD1361,2023-02-11,Monitor,Electronics,North,Online,David,10,1032.38,10323.8
ORD1362,2023-01-29,Headphones,Accessories,North,Phone,Bob,13,838.0,10894.0
ORD1363,2023-11-27,Phone,Electronics,East,Phone,Alice,16,1271.09,20337.44
ORD1364,2023-12-21,Laptop,Electronics,West,In-Store,Alice,8,332.9,2663.2
ORD1365,2023-10-16,Phone,Electronics,North,Online,Carol,9,1350.98,12158.82
ORD1366,2023-12-31,Laptop,Electronics,West,Online,Carol,7,888.81,6221.67
ORD1367,2023-07-19,Tablet,Electronics,East,In-Store,Bob,19,375.9,7142.1
ORD1368,2023-06-27,Phone,Electronics,North,Online,David,17,1123.28,19095.76
ORD1369,2023-11-11,Monitor,Electronics,West,In-Store,Alice,3,524.08,1572.24
ORD1370,2023-07-02,Keyboard,Accessories,West,In-Store,Bob,15,746.09,11191.35
ORD1371,2023-06-01,Headphones,Accessories,South,Phone,Alice,3,1162.81,3488.43
ORD1372,2023-12-31,Phone,Electronics,South,Phone,David,9,248.25,2234.25
ORD1373,2023-01-03,Mouse,Accessories,East,In-Store,Carol,12,177.7,2132.4
ORD1374,2023-04-06,Keyboard,Accessories,West,In-Store,Eva,4,216.11,864.44
ORD1375,2023-07-01,Headphones,Accessories,North,Phone,Eva,4,58.87,235.48
ORD1376,2023-07-31,Mouse,Accessories,West,Online,Eva,13,38.26,497.38
ORD1377,2023-12-17,Monitor,Electronics,West,Online,Bob,19,791.23,15033.37
ORD1378,2023-03-16,Keyboard,Accessories,North,Online,David,10,417.24,4172.4
ORD1379,2023-02-09,Keyboard,Accessories,East,In-Store,Bob,14,463.63,6490.82
ORD1380,2023-08-23,Webcam,Accessories,North,Online,Carol,20,932.67,18653.4
ORD1381,2023-11-14,Laptop,Electronics,West,In-Store,David,13,511.68,6651.84
ORD1382,2023-11-30,Mouse,Accessories,South,In-Store,Carol,14,1226.9,17176.6
ORD1383,2023-07-23,Monitor,Electronics,East,In-Store,David,16,484.99,7759.84
ORD1384,2023-07-21,Monitor,Electronics,East,Online,Eva,11,576.56,6342.16
ORD1385,2023-04-03,Monitor,Electronics,North,Phone,David,19,1495.95,28423.05
ORD1386,2023-12-21,Monitor,Electronics,North,In-Store,David,15,1200.57,18008.55
ORD1387,2023-12-04,Tablet,Electronics,South,Phone,David,10,378.19,3781.9
ORD1388,2023-11-03,Headphones,Accessories,West,Phone,David,3,684.62,2053.86
ORD1389,2023-07-04,Headphones,Accessories,North,Online,Bob,18,74.41,1339.38
ORD1390,2023-01-23,Mouse,Accessories,West,In-Store,David,6,977.56,5865.36
ORD1391,2023-04-24,Phone,Electronics,South,In-Store,Carol,1,165.94,165.94
ORD1392,2023-10-29,Headphones,Accessories,South,In-Store,Alice,15,1163.07,17446.05
ORD1393,2023-02-13,Webcam,Accessories,North,Phone,Bob,4,457.24,1828.96
ORD1394,2023-04-16,Mouse,Accessories,West,In-Store,David,10,527.74,5277.4
ORD1395,2023-08-20,Phone,Electronics,East,Online,Carol,15,1088.55,16328.25
ORD1396,2023-06-25,Laptop,Electronics,North,Phone,Bob,4,53.43,213.72
ORD1397,2023-03-23,Monitor,Electronics,East,Phone,David,17,278.19,4729.23
ORD1398,2023-11-19,Webcam,Accessories,South,Online,David,8,1200.68,9605.44
ORD1399,2023-04-12,Headphones,Accessories,West,Phone,David,1,1111.33,1111.33
ORD1400,2023-04-16,Headphones,Accessories,East,Phone,Alice,1,1063.01,1063.01
ORD1401,2023-06-16,Phone,Electronics,South,In-Store,Alice,18,296.7,5340.6
ORD1402,2023-11-24,Keyboard,Accessories,East,Phone,David,16,801.02,12816.32
ORD1403,2023-06-30,Headphones,Accessories,West,Phone,Bob,19,189.06,3592.14
ORD1404,2023-12-11,Keyboard,Accessories,South,In-Store,Alice,20,893.45,17869.0
ORD1405,2023-07-11,Monitor,Electronics,South,Phone,David,10,193.08,1930.8
ORD1406,2023-07-16,Headphones,Accessories,West,Online,David,20,224.04,4480.8
ORD1407,2023-05-28,Tablet,Electronics,South,Online,Carol,18,266.96,4805.28
ORD1408,2023-07-03,Webcam,Accessories,North,In-Store,Bob,20,99.34,1986.8
ORD1409,2023-09-16,Monitor,Electronics,West,In-Store,David,13,1446.47,18804.11
ORD1410,2023-02-12,Headphones,Accessories,North,Online,Carol,15,743.28,11149.2
ORD1411,2023-05-28,Laptop,Electronics,South,In-Store,Eva,9,352.77,3174.93
ORD1412,2023-10-21,Webcam,Accessories,North,In-Store,Eva,18,775.99,13967.82
ORD1413,2023-01-22,Mouse,Accessories,West,Phone,Bob,18,1237.46,22274.28
ORD1414,2023-12-01,Headphones,Accessories,South,In-Store,Alice,4,1109.26,4437.04
ORD1415,2023-02-14,Webcam,Accessories,West,Online,Bob,9,535.89,4823.01
ORD1416,2023-12-30,Monitor,Electronics,West,Online,Eva,19,1039.92,19758.48
ORD1417,2023-01-31,Tablet,Electronics,East,Phone,Carol,7,1224.02,8568.14
ORD1418,2023-05-30,Tablet,Electronics,East,Phone,Carol,11,1468.92,16158.12
ORD1419,2023-07-30,Phone,Electronics,North,In-Store,Bob,5,1444.9,7224.5
ORD1420,2023-06-14,Tablet,Electronics,South,Phone,David,8,236.44,1891.52
ORD1421,2023-05-18,Webcam,Accessories,West,In-Store,David,5,874.59,4372.95
ORD1422,2023-05-23,Phone,Electronics,East,In-Store,David,3,616.22,1848.66
ORD1423,2023-02-17,Mouse,Accessories,West,Phone,Carol,19,23.66,449.54
ORD1424,2023-08-08,Phone,Electronics,South,In-Store,Carol,18,608.62,10955.16
ORD1425,2023-10-23,Mouse,Accessories,South,Phone,David,10,519.88,5198.8
ORD1426,2023-11-17,Mouse,Accessories,West,Online,Alice,2,88.0,176.0
ORD1427,2023-08-08,Tablet,Electronics,South,Phone,Bob,15,695.65,10434.75
ORD1428,2023-05-21,Keyboard,Accessories,North,Phone,Carol,6,1314.15,7884.9
ORD1429,2023-11-29,Keyboard,Accessories,South,Online,David,3,570.33,1710.99
ORD1430,2023-02-16,Keyboard,Accessories,North,Online,Bob,8,655.26,5242.08
ORD1431,2023-04-26,Webcam,Accessories,West,Online,Alice,3,216.4,649.2
ORD1432,2023-08-05,Mouse,Accessories,South,In-Store,Alice,4,1482.47,5929.88
ORD1433,2023-02-22,Monitor,Electronics,North,In-Store,Carol,13,152.21,1978.73
ORD1434,2023-03-10,Keyboard,Accessories,South,Online,Eva,5,586.43,2932.15
ORD1435,2023-08-14,Laptop,Electronics,East,Phone,Bob,20,982.03,19640.6
ORD1436,2023-08-15,Tablet,Electronics,South,Online,Alice,14,931.79,13045.06
ORD1437,2023-07-16,Tablet,Electronics,East,In-Store,Carol,4,892.57,3570.28
ORD1438,2023-02-13,Tablet,Electronics,South,Phone,Eva,8,429.91,3439.28
ORD1439,2023-12-04,Keyboard,Accessories,East,Online,Eva,1,1274.88,1274.88
ORD1440,2023-01-28,Monitor,Electronics,South,In-Store,David,13,457.4,5946.2
ORD1441,2023-11-01,Phone,Electronics,North,Phone,Alice,8,759.38,6075.04
ORD1442,2023-10-19,Mouse,Accessories,West,In-Store,Eva,11,215.33,2368.63
ORD1443,2023-02-07,Tablet,Electronics,North,Phone,Alice,16,1432.59,22921.44
ORD1444,2023-01-31,Laptop,Electronics,West,Phone,Carol,9,339.3,3053.7
ORD1445,2023-02-12,Headphones,Accessories,South,In-Store,Alice,14,1058.68,14821.52
ORD1446,2023-04-15,Keyboard,Accessories,South,Phone,Carol,3,776.73,2330.19
ORD1447,2023-11-29,Headphones,Accessories,North,In-Store,David,19,958.76,18216.44
ORD1448,2023-08-11,Monitor,Electronics,North,In-Store,Eva,2,381.83,763.66
ORD1449,2023-12-03,Laptop,Electronics,South,Online,Alice,10,1005.8,10058.0
ORD1450,2023-06-27,Tablet,Electronics,East,Online,Carol,1,262.47,262.47
ORD1451,2023-03-02,Tablet,Electronics,North,In-Store,David,9,1104.75,9942.75
ORD1452,2023-12-31,Keyboard,Accessories,North,In-Store,David,17,114.53,1947.01
ORD1453,2023-10-18,Mouse,Accessories,South,In-Store,Bob,2,759.42,1518.84
ORD1454,2023-12-12,Keyboard,Accessories,North,Online,Eva,4,1343.52,5374.08
ORD1455,2023-01-07,Laptop,Electronics,South,Online,David,2,1290.86,2581.72
ORD1456,2023-04-02,Mouse,Accessories,North,Phone,David,13,1381.94,17965.22
ORD1457,2023-06-13,Monitor,Electronics,East,Online,Eva,11,387.43,4261.73
ORD1458,2023-01-27,Mouse,Accessories,South,Online,Eva,4,763.02,3052.08
ORD1459,2023-08-27,Laptop,Electronics,East,In-Store,Carol,13,122.01,1586.13
ORD1460,2023-07-08,Phone,Electronics,South,In-Store,Eva,18,695.98,12527.64
ORD1461,2023-07-08,Keyboard,Accessories,West,Online,Eva,20,379.02,7580.4
ORD1462,2023-07-29,Monitor,Electronics,North,Online,Eva,5,29.44,147.2
ORD1463,2023-01-01,Mouse,Accessories,West,Phone,Carol,1,1427.47,1427.47
ORD1464,2023-05-02,Phone,Electronics,West,In-Store,Alice,7,804.13,5628.91
ORD1465,2023-04-29,Tablet,Electronics,West,Phone,Carol,9,157.68,1419.12
ORD1466,2023-09-16,Webcam,Accessories,South,Phone,David,3,879.54,2638.62
ORD1467,2023-08-11,Phone,Electronics,South,Online,Carol,19,860.37,16347.03
ORD1468,2023-07-21,Keyboard,Accessories,East,In-Store,David,11,1390.54,15295.94
ORD1469,2023-04-14,Keyboard,Accessories,South,Phone,Alice,8,130.54,1044.32
ORD1470,2023-08-27,Tablet,Electronics,East,In-Store,Alice,4,263.27,1053.08
ORD1471,2023-08-26,Mouse,Accessories,East,Online,Alice,7,688.84,4821.88
ORD1472,2023-12-23,Tablet,Electronics,North,Online,Carol,10,1243.05,12430.5
ORD1473,2023-07-02,Tablet,Electronics,West,Phone,Alice,3,1072.51,3217.53
ORD1474,2023-03-31,Keyboard,Accessories,North,In-Store,David,9,1233.73,11103.57
ORD1475,2023-03-13,Monitor,Electronics,North,Online,Alice,4,703.82,2815.28
ORD1476,2023-07-25,Monitor,Electronics,East,Phone,Alice,5,313.24,1566.2
ORD1477,2023-02-03,Keyboard,Accessories,South,Phone,David,3,52.26,156.78
ORD1478,2023-06-19,Tablet,Electronics,North,Online,David,3,1359.52,4078.56
ORD1479,2023-08-10,Laptop,Electronics,West,In-Store,Alice,6,1387.71,8326.26
ORD1480,2023-04-20,Headphones,Accessories,South,In-Store,Carol,14,275.75,3860.5
ORD1481,2023-11-14,Webcam,Accessories,South,Phone,Carol,5,71.28,356.4
ORD1482,2023-09-03,Webcam,Accessories,North,Online,Carol,14,1326.51,18571.14
ORD1483,2023-11-26,Headphones,Accessories,South,Phone,Eva,5,640.47,3202.35
ORD1484,2023-07-03,Laptop,Electronics,West,Phone,David,13,1177.24,15304.12
ORD1485,2023-07-18,Mouse,Accessories,East,Online,Alice,19,763.54,14507.26
ORD1486,2023-05-24,Mouse,Accessories,North,In-Store,Eva,20,344.15,6883.0
ORD1487,2023-03-23,Mouse,Accessories,North,Online,Bob,19,1499.42,28488.98
ORD1488,2023-01-29,Keyboard,Accessories,South,Phone,David,18,1228.1,22105.8
ORD1489,2023-10-31,Mouse,Accessories,East,Phone,Carol,6,280.63,1683.78
ORD1490,2023-10-16,Laptop,Electronics,South,Phone,Bob,12,1422.39,17068.68
ORD1491,2023-09-09,Webcam,Accessories,North,Online,Alice,18,477.4,8593.2
ORD1492,2023-09-27,Monitor,Electronics,West,Online,Carol,20,343.84,6876.8
ORD1493,2023-04-01,Monitor,Electronics,East,Online,Alice,5,524.32,2621.6
ORD1494,2023-03-14,Tablet,Electronics,North,Phone,Carol,19,1062.95,20196.05
ORD1495,2023-12-06,Phone,Electronics,West,Phone,Alice,12,1062.72,12752.64
ORD1496,2023-03-22,Mouse,Accessories,West,Phone,David,10,497.45,4974.5
ORD1497,2023-10-15,Mouse,Accessories,East,Online,Eva,6,1066.63,6399.78
ORD1498,2023-12-19,Tablet,Electronics,East,Online,Bob,13,474.1,6163.3
ORD1499,2023-10-18,Laptop,Electronics,North,Online,Eva,19,599.57,11391.83
